id,author_id,created_at,retweet_count,like_count,location,author_follower_count,text,Topic,sentiment
1.46E+18,15769858,Tue Nov 16 22:00:41 +0000 2021,1,0,"Edmonton, Alberta, Canada",182496,"COVID-19 live updates: Dr. Hinshaw to speak at 3:30 p.m. today; Health Canada mulling Moderna youth vaccine approval; Alberta reports 1,068 new cases over the weekend  #covid19ab    ",M,neutral
1.46E+18,22845977,Tue Nov 16 22:00:28 +0000 2021,0,0,"Edmonton, AB",1385,.@CMOH_Alberta   Dr. Hinshaw's weekly #Covid_19 update aires in 30 minutes.  ,M,neutral
1.46E+18,17524927,Tue Nov 16 21:59:29 +0000 2021,1,24,"Regina, Saskatchewan",38981,Sask. health authority issues multiple fines to restaurants breaching COVID-19 health orders  ,P,positive
1.46E+18,4078385879,Tue Nov 16 21:57:56 +0000 2021,0,3,Edmonton,355,"@davecournoyer I despise the man but I suspect he is getting it from those who wanted a more humane UCP and the larger group who wanted no Covid restrictions, lower taxes, and end to government jobs, and for AB to separate.",A,negative
1.46E+18,3253004094,Tue Nov 16 21:56:54 +0000 2021,0,0,"Calgary, Alberta",3231,@refugee613 @anilainyyc It's the best vaccination rate actually... Edmonton is second. But who's counting? (I guess we are!) -  ☺️,V,positive
1.46E+18,2298628922,Tue Nov 16 21:56:10 +0000 2021,0,2,"Saskatoon, Saskatchewan",108,"@BigG_X_ @Susanglowaburg @PremierScottMoe What?! No, I’m not blaming the vaccinated. I’m saying she may want to be done with covid but it isn’t done with us and there are many people who were greatly effected by what she called not a big deal and a narrative.",A,negative
1.46E+18,215367878,Tue Nov 16 21:55:09 +0000 2021,3,14,"Regina, Saskatchewan",11845,"With RBC &amp; TD Economics recently downgrading our economic growth this year by nearly $2 Billion, in large part due to the failure to contain 4th wave of  COVID, the Finance Minister also couldn’t answer how much that economic hit will cost us in lost revenues.  #skpoli",P,negative
1.46E+18,215367878,Tue Nov 16 21:55:08 +0000 2021,7,15,"Regina, Saskatchewan",11845,"Basic Qs, like the cost of a COVID hospitalization, COVID ICU hospitalization, sending patients &amp; families out of province, could not be answered by the Finance Minister.   Costs that are result of the failures of this government, overwhelming our health system.   #skpoli",P,negative
1.46E+18,215367878,Tue Nov 16 21:55:08 +0000 2021,17,69,"Regina, Saskatchewan",11845,"The Sask. Party’s failure to contain COVID has come at a horrible human cost.   Beyond this inexcusable human cost, there’s a serious cost to our public finances.   It was disappointing but not surprising that the Finance Minister couldn’t account for this in Legislature. #skpoli",P,negative
1.46E+18,7.91E+17,Tue Nov 16 21:54:43 +0000 2021,0,0,Edmonton,30,"@prairiecentrist With you promoting removing all measures is exactly what would cause the spread to continue. Ps. Your risk of spreading Covid is not low. Now we're really getting down to the gum. Wear a mask, and care about others. How hard is that?",S,neutral
1.46E+18,15428898,Tue Nov 16 21:52:55 +0000 2021,0,2,SF East Bay,495,"@peacelovingnj I got J&amp;J back in March with zero side effects. I got the Moderna booster last month, and it gave me a sore arm and lethargy for a day or so. Not bad. Husband also had J&amp;J, but his booster was Pfizer. J&amp;J laid him out; Pfizer produced zero side effects. Go figure!",V,neutral
1.46E+18,2891059843,Tue Nov 16 21:50:16 +0000 2021,0,0,"Calgary, Alberta",984,Hit Me With Your Best Shot: Mandatory Vaccination Policy Survives Challenge At Arbitration. ,V,positive
1.46E+18,22997504,Tue Nov 16 21:50:10 +0000 2021,0,14,Calgary ,669,I’m up to 3 covid shots and 1 flu shot now. THANK YOU SCIENCE,A,negative
1.46E+18,21215544,Tue Nov 16 21:49:17 +0000 2021,0,0,"Edmonton, Alberta",55551,Health minister says announcement coming on COVID-19 border measure changes  ,T,neutral
1.46E+18,3008913119,Tue Nov 16 21:47:46 +0000 2021,3,13,"Edmonton, AB",19819,"As UCP MLAs push to lift measures that have brought COVID #s down, it’s worth remembering:  “The gains we’ve made could easily be lost if we act too rashly — something the gov’t should’ve learned by now. Hopefully we can avoid mistakes that got us into previous messes.” #ableg ",S,positive
1.46E+18,1212423366,Tue Nov 16 21:47:14 +0000 2021,0,0,"Elk Point, Alberta",396,"@davedman14 @RachelNotley Thanks for the good luck, we have all had Covid, tested antibodies at Ichor labs, all good!",A,positive
1.46E+18,7.91E+17,Tue Nov 16 21:47:10 +0000 2021,0,0,Edmonton,30,"@prairiecentrist You missed the point. While you are frustrated like the rest of us, your promotion is seeking to ignore all measures that would stop the spread. Your 'just live with Covid' is a poisonous attitude. You only care about YOU, and that speaks volumes about who you really are.",U,negative
1.46E+18,42836999,Tue Nov 16 21:46:20 +0000 2021,20,92,Edmonton,171791,"Long COVID is real. People are suffering. This demands real action from the UCP Government. To date, the Premier and the Minister of Health won't even acknowledge the existence of long COVID. #ableg #abhealth ",P,negative
1.46E+18,263224629,Tue Nov 16 21:45:03 +0000 2021,0,0,"Brandon, Manitoba, Canada",28,Pfizer CEO Calls The Public CRIMINALS! Literal Definition of FASCISM! | ...  via @YouTube,V,positive
1.46E+18,2298628922,Tue Nov 16 21:44:41 +0000 2021,0,9,"Saskatoon, Saskatchewan",108,@Afairgo_today @PremierScottMoe Covid gives heart inflammation much more often and longer than the vaccine 🤷‍♀️,V,positive
1.46E+18,574922553,Tue Nov 16 21:44:40 +0000 2021,0,0,"Calgary, Alberta",2,@clavey78 @CMOH_Alberta They are. A pill is now in use in the UK for those with a lesser reaction to COVID... More therapies are being tested daily. This stuff takes time to get through our systems as they have to be proven safe to within a certain tolerance before it's allowed for general use.,M,positive
1.46E+18,2891059843,Tue Nov 16 21:44:34 +0000 2021,0,0,"Calgary, Alberta",984,When Can Employers Provide An Exemption To COVID-19 Vaccination Policy Requirements? ,V,neutral
1.46E+18,322380725,Tue Nov 16 21:42:53 +0000 2021,0,1,"Edmonton, Alberta",42,"@lellen49592375 @JedediahBila I hate myself for even replying, but...what they refused to admit on The View is that the vaccinated can catch and spread Covid. That is ALL @JedediahBila was trying to say. This is common knowledge and rudimentary science which anyone who cares can plainly check for themselves.",A,positive
1.46E+18,18982486,Tue Nov 16 21:40:03 +0000 2021,0,3,Calgary,84049,Health Canada will only authorize the vaccine’s use for children if its independent and thorough review shows the benefits of the treatment outweigh the risks in this age group ,V,neutral
1.46E+18,69658524,Tue Nov 16 21:37:03 +0000 2021,0,2,"The Bitterroot Valley, Montana",3969,"Montana’s attorney general has joined with other Republican-led states to challenge a rule from the Biden administration aimed at boosting the nation’s stagnant rate of vaccination against COVID-19, calling it an ""unprecedented overreach."" ",V,positive
1.46E+18,19478009,Tue Nov 16 21:35:29 +0000 2021,0,0,Vancity Canada,564,@gemswinc Bad headline I think. “Covid Treatment Pill” used after being infected.,A,neutral
1.46E+18,1335710418,Tue Nov 16 21:34:48 +0000 2021,0,0,"Calgary, Alberta",289,Remember when it was okay to have a cold. Miss that. Not everything is covid 🙄,A,neutral
1.46E+18,19913106,Tue Nov 16 21:33:09 +0000 2021,0,3,"Edmonton, Alberta, Canada",498,"Hey, @JasonCoppingAB, I'd like a word. Signed, an Albertan with long COVID. #ableg #abhealth  ",A,neutral
1.46E+18,3306022386,Tue Nov 16 21:32:36 +0000 2021,0,1,"Saskatchewan, Canada",2282,Pfizer parody song  Not a fancy pro singer but still funny 🤣🤣 ,U,neutral
1.46E+18,15769858,Tue Nov 16 21:32:34 +0000 2021,1,1,"Edmonton, Alberta, Canada",182496,Pfizer files for U.S. authorization of COVID-19 pill ,M,positive
1.46E+18,69658524,Tue Nov 16 21:32:03 +0000 2021,1,0,"The Bitterroot Valley, Montana",3969,A Boston hospital is launching a landmark clinical trial to test a nasal vaccine intended to prevent and slow the progression of Alzheimer’s disease. ,M,positive
1.46E+18,25287690,Tue Nov 16 21:30:35 +0000 2021,0,4,"Maritime Provinces, Canada",165813,"Nova Scotia is reporting 31 new cases of COVID-19 today, including three infections tied to a long-term care facility at the centre of an outbreak in the province's northern health zone.  ",C,neutral
1.46E+18,213756904,Tue Nov 16 21:29:56 +0000 2021,0,1,Calgary,415,URGENT: Pfizer failed to report six deaths of Covid vaccine recipients when it updated its clinical trial results in July - by Alex Berenson - Unreported Truths ,V,negative
1.46E+18,222307873,Tue Nov 16 21:29:44 +0000 2021,0,0,"Wood Buffalo, Alberta",301,"@bknutsonshaw @YourAlberta This from the same Government that was already lying about Covid deaths from little girls and people with pre existing conditions. Ya, sorry once they lie to the public they don't hold any weight. Also it came out in Ontario case detection they were inflating by 50%",P,negative
1.46E+18,20029341,Tue Nov 16 21:28:03 +0000 2021,93,360,"Calgary, Canada",7858,Minister of Health @JasonCoppingAB won't acknowledge that long COVID is real. Seriously. @DShepYEG just asked him too. Unreal. #ableg #abhealth,A,negative
1.46E+18,197139260,Tue Nov 16 21:27:13 +0000 2021,0,3,Edmonton,12311,Copping said long covid is being researched now.,M,positive
1.46E+18,2934346219,Tue Nov 16 21:26:35 +0000 2021,6,16,"Calgary, Alberta",763,One of my core needs as an individual human being is to participate in sports. This need has been taken from me by @jkenney in order to compel me to take a vaccine. Is he my doctor? Does he know my individual concerns?  No. He just takes my rights.,P,negative
1.46E+18,18999830,Tue Nov 16 21:26:18 +0000 2021,3,4,Edmonton,157738,Dr. Deena Hinshaw to provide update about COVID-19 in Alberta  ,C,neutral
1.46E+18,197139260,Tue Nov 16 21:26:17 +0000 2021,2,8,Edmonton,12311,"Shepherd said it's bizarre the minister won't even say ""long Covid"" in the house.",P,negative
1.46E+18,197139260,Tue Nov 16 21:25:31 +0000 2021,5,13,Edmonton,12311,"Tens of thousands of Albertans are facing long covid due to this government's ""best summer ever."" What supports are coming to those suffering long-term adverse health effects?",P,negative
1.46E+18,754543548,Tue Nov 16 21:25:04 +0000 2021,0,0,"Edmonton AB, Canada",53,"Gorilla tracking in Rwanda is one of the best game in one's life worthy investing in. Now that COVID 19 is almost neutralized in,it is high time for you to book.Apart from these wonderful creatures👇trust me, you gonna enjoy the beauty of Rwanda ",U,positive
1.46E+18,197139260,Tue Nov 16 21:24:10 +0000 2021,2,10,Edmonton,12311,"Shepherd says 91,000 Albertans were diagnosed with Covid in the fourth wave alone. Many will have long Covid. What will you say to those who got Covid when it could have been prevented?",C,neutral
1.46E+18,375204401,Tue Nov 16 21:22:20 +0000 2021,0,12,Edmonton,1497,@eissyrc My mom interprets the world differently than I do.   Use to bother me but now I don’t care.  I just avoid those topics and be happy I have my mom around still.  Covid put things in perspective.  Time I have left with my mom I cherish now.,A,neutral
1.46E+18,371141420,Tue Nov 16 21:21:15 +0000 2021,0,0,"Edmonton, Alberta",198,"@DarrenWalsh27 Same reason I got the vaccine. But here I am wearing a fucking mask surrounded by fully vaccinated people because where I work at, vaccine is mandatory or you get tested everyday.",A,positive
1.46E+18,42486455,Tue Nov 16 21:20:03 +0000 2021,0,0,"Saskatoon, Saskatchewan",65942,"COVID-19: One more death, 85 new cases as active cases keep falling ",C,neutral
1.46E+18,291673890,Tue Nov 16 21:19:12 +0000 2021,1,1,"Edmonton, Alberta",542,"As the economic recovery from COVID-19 is starting to get underway, help @rainforestyeg understand the current innovation potential of the #yeg #innovation ecosystem by completing the 2020 Rainforest Scorecard Assessment:     It takes less than 10 minutes!",U,neutral
1.46E+18,134198093,Tue Nov 16 21:19:03 +0000 2021,0,4,"Saskatchewan, Canada",28886,"@seysey1974 Vaccination is not mandatory. Children can get COVID-19 &amp; some are hospitalized. While many have mild symptoms, they can still pass it on to others. Vaccination reduces risk of getting COVID-19 by 6 times &amp; reduces risk of hospitalization by 12 times.",V,positive
1.46E+18,197139260,Tue Nov 16 21:17:30 +0000 2021,0,3,Edmonton,12311,"Mark Smith said he's concerned AHS will accept consent forms from 2019 for vaccinations in 2021. Health Minister Jason Copping said no child will be vaccinated without parental consent. There is a policy where AHS can use consent forms on file, but don't apply to COVID vaccines ",V,neutral
1.46E+18,2377775960,Tue Nov 16 21:17:21 +0000 2021,17,28,"Sherwood Park, AB",127,"Come see me at the Northeast Community Center TONIGHT 4-8pm for your COVID VACCINATION! Friendly staff, no judgement, no wait, no health care card needed, translators available. #ahsmedia ",V,positive
1.46E+18,204646101,Tue Nov 16 21:16:49 +0000 2021,6,7,Saskatchewan,52736,Locate a clinic near you: ,M,neutral
1.46E+18,204646101,Tue Nov 16 21:16:48 +0000 2021,13,32,Saskatchewan,52736,"Starting tomorrow, the single dose Janssen (Johnson &amp; Johnson) vaccine will be available through a number of clinics across Saskatchewan.   The Janssen vaccine will be available to residents 18+ on a first-come-first-serve basis.   Learn more by visiting: ",M,positive
1.46E+18,1.00E+18,Tue Nov 16 21:16:01 +0000 2021,0,0,"Edmonton, Alberta",1598,@SrFe3C I would attend a family dinner with an unvaccinated member even if they didn’t have COVID. Natural immunity is better than the vaccine anyways. Only stupid people believe anything different.,A,negative
1.46E+18,9.04E+17,Tue Nov 16 21:14:19 +0000 2021,0,0,"Lethbridge, Alberta",863,"The General Manager of People and Culture for the city, Jason Elliott, says over 95 per cent of city employees have reported their vaccination status. Of that group, 96 per cent have been vaccinated or are in the process of being vaccinated. Full story at 5pm. #yql #lethbridge",V,positive
1.46E+18,15769858,Tue Nov 16 21:13:29 +0000 2021,1,1,"Edmonton, Alberta, Canada",182496,"Fauci says U.S. can reach COVID endemic level, rather than a pandemic, next year ",C,neutral
1.46E+18,28418443,Tue Nov 16 21:13:28 +0000 2021,0,0,"Toronto, Ont. Canada",2006,"@ProQuibus @VPVP1957 @TheView @JedediahBila Uh, no: CDC *never* said that ""natural immunity"" was superior to vaccination. It never was, and certainly isn't true now.  ",M,positive
1.46E+18,1.45E+18,Tue Nov 16 21:13:25 +0000 2021,1,1,"Saskatchewan, Canada",0,"@TrentRies1 @Barbara_J_Kelly @SKGov @SaskHealth Maybe you should try reading, start with the bolded part.  ",U,negative
1.46E+18,82192392,Tue Nov 16 21:12:43 +0000 2021,1,2,"Sherwood Park, Alberta",545,@everlastin09 Love The National and have never seen them. I had tickets to the Edmonton show before it was cancelled due to Covid.,A,positive
1.46E+18,19796287,Tue Nov 16 21:12:16 +0000 2021,0,1,"Calgary, Alberta",738,"@lindybrandon Just the first one which was AZ, my first Pfizer was all good!",A,positive
1.46E+18,197139260,Tue Nov 16 21:11:11 +0000 2021,6,17,Edmonton,12311,"Pancholi said funding will be based on current enrollment, not capacity. How can they stay open with reduced capacity due to Covid? Schulz said their plan is made in Alberta and they're respecting parental choice.",P,neutral
1.46E+18,32437125,Tue Nov 16 21:11:05 +0000 2021,0,0,Canada,160,"This is what I actually say to them: 1st. Its absolutely bonkers that white middle aged people are talking about being suspect of Vaccine misuse, when the actual misuse of medical invasion was done on minority and people of color groups. Ie - blacks, jews, and First Nations",A,negative
1.46E+18,1.06E+18,Tue Nov 16 21:10:43 +0000 2021,0,0,Okotoks,10,Covid Rapid Testing!!! @ IDA Crystalridge Pharmacy - Okotoks ,M,positive
1.46E+18,1633816603,Tue Nov 16 21:10:38 +0000 2021,2,7,"Edmonton, Alberta, CANADA",117,Congratulations @entospharma - a recipient of a @Bioalberta award as a Company of the Year! #biotech #biotechnology #Covid_19 #vaccine #development #drugdevelopment #drugdiscovery,M,positive
1.46E+18,154136730,Tue Nov 16 21:09:31 +0000 2021,0,0,Calgary,2210,'Super easy': How Canadian travellers are getting free COVID-19 tests to return home from U.S. - CTV News ,T,positive
1.46E+18,3326758537,Tue Nov 16 21:09:20 +0000 2021,0,0,"Edmonton, Alberta",342,"These lyrics always seemed quite sinister, and they have new meaning in the age of experimental vaccine rollouts.  ""HOLY SMOKES! WE GOOFED AGAIN THE BREW WAS NOT QUITE RIGHT  WE'LL TAKE HIM BACK BEHIND THE PEN AND TRY AGAIN TONIGHT""  #GetVaxxed #Covid_19  ",A,neutral
1.46E+18,154136730,Tue Nov 16 21:08:10 +0000 2021,0,0,Calgary,2210,Ontario pharmacies to offer COVID-19 tests for people with symptoms - The Star ,M,positive
1.46E+18,760858058,Tue Nov 16 21:07:45 +0000 2021,0,1,"Yorkton, Saskatchewan",1518,@Kotyjo We were just talking about this in the office. Non stop Covid on the news. Time to move on,A,neutral
1.46E+18,154136730,Tue Nov 16 21:06:38 +0000 2021,0,0,Calgary,2210,COVID-19 vaccinations for young children now expected to start later - The Star ,V,neutral
1.46E+18,65110561,Tue Nov 16 21:03:40 +0000 2021,0,0,"Swift Current, SK",3119,The November 16 COVID-19 update from the SHA -  ,M,neutral
1.46E+18,1.07E+18,Tue Nov 16 21:03:04 +0000 2021,0,1,"Moose Jaw, Saskatchewan",645,"85 COVID-19 cases, 1 death, 104 recoveries  #citymj ",C,neutral
1.46E+18,1.38E+18,Tue Nov 16 21:02:32 +0000 2021,0,0,Saskatchewan,39,Sask. acquires Johnson &amp; Johnson COVID-19 doses for unvaxxed residents ,V,positive
1.46E+18,262780603,Tue Nov 16 21:01:06 +0000 2021,0,0,"Red Deer, Alberta",9409,Dr. Hinshaw to provide update on COVID-19  ,M,neutral
1.46E+18,138101587,Tue Nov 16 21:00:27 +0000 2021,0,2,"Regina, SK",50933,Public health inspectors with the Saskatchewan Health Authority issued a handful of fines last week to businesses and individuals not following the province’s COVID-19 public health mandates.  ,M,positive
1.46E+18,20554152,Tue Nov 16 21:00:23 +0000 2021,2,20,Regina,7685,"Moe says public should see that masking, proof of vaccination etc. are working and that is a reason to have them continue.   He does not expect a public health measure for gathering limits or restrictions to be implemented this Christmas. He they’ll remain a recommendation.",S,positive
1.46E+18,197139260,Tue Nov 16 20:59:19 +0000 2021,1,7,Edmonton,12311,Notley said every member of the UCP had an opportunity to say how the premier handled Covid was not OK. Will you take responsibility and apologize?,A,negative
1.46E+18,1.40E+18,Tue Nov 16 20:58:33 +0000 2021,1,0,"Calgary, Alberta",36,"COVID-19 vaccine boosters for all adults is a &amp;#8216;slippery slope,&amp;#8217; expert warns ",M,negative
1.46E+18,28418443,Tue Nov 16 20:58:20 +0000 2021,0,1,"Toronto, Ont. Canada",2006,"@JeSuisOeuvreIt @TheView @JedediahBila Well, but that's not true. She's perfectly eligible to take the vaccine, but CHOSE not to (thinks she doesn't need it because of ""sky-high immunity""🙄), and managed to get 3 quack doctors to agree to write up fake medical exemption.",A,negative
1.46E+18,321871451,Tue Nov 16 20:56:54 +0000 2021,3,3,"GTA, Canada",2064,"Have you no sense, Min @celliottability ?? What about you, Premier @fordnation? How many diff ways can you endanger our most vulnerable. You cut them off eye examinations (which makes driving impossible for some), now you can’t even follow the science of Covid? #VoteFordOut2022 ",P,negative
1.46E+18,2993671458,Tue Nov 16 20:56:28 +0000 2021,2,6,"Calgary, AB",1310,WOOHOO! 99% of those eligible in Calgary Upper NE have been vaccinated.  🔥🔥  Vaccine education and outreach in the northeast was a wide-ranging group effort. We are so proud to have been a part of the Calgary East Zone Newcomers Collaborative.   Source: ,V,positive
1.46E+18,134198093,Tue Nov 16 20:51:24 +0000 2021,0,1,"Saskatchewan, Canada",28886,"@seysey1974 There is no conspiracy here. If you have questions about vaccination, speak to a medical expert (your physician). Vaccination is not a cure, but it is your best defense against COVID-19.",V,positive
1.46E+18,135433469,Tue Nov 16 20:50:54 +0000 2021,1,9,"Calgary, AB",4921,Evil fuck. ,U,negative
1.46E+18,20812193,Tue Nov 16 20:50:28 +0000 2021,3,7,"Edmonton, Alberta, Canada",205056,One of Alberta's biggest festivals is scheduled to make a comeback next summer. ,U,neutral
1.46E+18,318821825,Tue Nov 16 20:47:09 +0000 2021,0,1,"Regina, Saskatchewan",8560,"1,495 tests done.  589 vaccine doses given.  393 more people fully vaccinated. 820,218 total.",V,positive
1.46E+18,75155945,Tue Nov 16 20:46:27 +0000 2021,0,2,"Saskatoon, SK",42251,The Saskatchewan Health Authority has also announced that 50 per cent of eligible SHA staff who helped with the surge in COVID-19 cases have returned to their regular positions. ,M,positive
1.46E+18,9.89E+17,Tue Nov 16 20:45:51 +0000 2021,0,0,"Lloydminster, Saskatchewan",1010,Sask. health authority issues multiple fines to restaurants breaching COVID-19 health orders ,M,positive
1.46E+18,12653722,Tue Nov 16 20:44:48 +0000 2021,0,2,"Regina, Saskatchewan",68277,"COVID-19: One more death, 85 new cases as active cases keep falling  #skpoli #CovidSK",C,neutral
1.46E+18,980903810,Tue Nov 16 20:44:29 +0000 2021,0,0,Saskatoon,24757,"Will Sask.'s COVID-19 restrictions stay past November? 'Stay tuned,' safety agency says ",T,neutral
1.46E+18,318821825,Tue Nov 16 20:42:15 +0000 2021,0,3,"Regina, Saskatchewan",8560,"Daily COVID stats:  85 new. Down 12 from yesterday.  Far NW 7. Far N. Central 0. Far NE 1. NW 7. N. Central 3. NE 3. Saskatoon 14. Central West 2. Central East 16. Regina 20. SW 0. S. Central 2. SE 1.  1,112 active. Down 89 from yesterday.  104 recoveries.",C,neutral
1.46E+18,28678085,Tue Nov 16 20:41:44 +0000 2021,0,1,"Lethbridge, Alberta",400,guess who got selected for a random covid test 🙃🙃🙃,A,neutral
1.46E+18,21215544,Tue Nov 16 20:40:19 +0000 2021,0,0,"Edmonton, Alberta",55551,"N.S. reports 31 new COVID-19 cases, including three tied to outbreak at care home  ",C,neutral
1.46E+18,281756281,Tue Nov 16 20:39:50 +0000 2021,2,6,"Saskatchewan, Canada",45903,"Daily provincial COVID-19 statistics by date and geographic zones including active cases, recoveries and confirmed variants of concern can be found on the dashboard at ",C,neutral
1.46E+18,281756281,Tue Nov 16 20:39:49 +0000 2021,4,11,"Saskatchewan, Canada",45903,"COVID-19 Case Update November 16, 2021:   Of the 85 new COVID-19 cases today, 54 (64%) unvaccinated, 5 (6%) were partially vaccinated and 26 (30%) were fully vaccinated. ",C,neutral
1.46E+18,325766664,Tue Nov 16 20:39:07 +0000 2021,0,0,Calgary,745,"As of Monday, you need proof of vaccination via the QR code.  Need yours printed and laminated?  We can help with that!    #covidvaccine #vaccinepassport #yyc",V,positive
1.46E+18,9.46E+17,Tue Nov 16 20:37:09 +0000 2021,0,0,"Calgary, Alberta",83,"$1,000 per second for a product that doesn't work and has 0 liability for injury or death.   ",A,negative
1.46E+18,613802332,Tue Nov 16 20:33:05 +0000 2021,0,2,"Calgary, Alberta",2678,The art of thinking died with the fear porn that is Covid. ,A,neutral
1.46E+18,382737099,Tue Nov 16 20:31:24 +0000 2021,0,1,"Regina, SK",13067,"85 new COVID-19 cases in Sask., 1 additional death reported ",C,neutral
1.46E+18,23624320,Tue Nov 16 20:30:32 +0000 2021,1,0,"Edmonton, Alberta, Canada",82419,Health Canada receives submission to approve Moderna's COVID-19 vaccine for kids ,M,neutral
1.46E+18,138101587,Tue Nov 16 20:30:16 +0000 2021,0,1,"Regina, SK",50933,"The Saskatchewan government recorded 85 new COVID-19 cases on Tuesday, with one more death.  ",C,neutral
1.46E+18,807865098,Tue Nov 16 20:28:10 +0000 2021,0,2,Saskatoon,7512,"Today (November 16) in Saskatchewan  1 more COVID death 💔 85  new  COVID  cases   1,112  active  cases 171  COVID  patients  in  Sask hospitals 42  COVID  patients  in  Sask  ICUs 11  COVID  patients  in  Ontario  ICUs 7  day  average  is  110  cases/day",C,neutral
1.46E+18,14857998,Tue Nov 16 20:27:40 +0000 2021,0,0,"Calgary, Alberta",992,Dr. Deena Hinshaw to provide update about COVID-19 in Alberta ,M,neutral
1.46E+18,1318540039,Tue Nov 16 20:27:00 +0000 2021,8,237,Amiskwacîwâskahikan,800,"Flu shot ☑️  dTAP  ☑️  COVID booster ☑️  Ok fetus, get ready for your antibodies! ",S,neutral
1.46E+18,222594599,Tue Nov 16 20:25:27 +0000 2021,0,1,Devon,801,@KimEdwards48 Totally. I went lots of back roads to see the real London. Such a great city and gutted to have missed out on a long period away. Living in South Devon and Covid restrictions didn't help.,A,neutral
1.46E+18,186510978,Tue Nov 16 20:25:12 +0000 2021,0,5,"Edmonton, Alberta",81,@CoryBMorgan Its Trudology. Just like and agree with everything. I hope city council Calgary solves climate change. Balance the budget and cure covid. They have quite the mandate. How about you start with something simple like the traffic on the Deerfoot,P,negative
1.46E+18,17045501,Tue Nov 16 20:24:55 +0000 2021,0,0,"Saskatoon, Saskatchewan",102,@PremierScottMoe We’ve been leading in Covid-19 for months! I guess you finally figured out how to make us the best at something,A,negative
1.46E+18,21215544,Tue Nov 16 20:24:29 +0000 2021,0,0,"Edmonton, Alberta",55551,Ontario pharmacies to offer COVID-19 tests for people with symptoms  ,M,positive
1.46E+18,33336142,Tue Nov 16 20:23:44 +0000 2021,0,0,"Calgary, Alberta",121,.@GovCanHealth is busy with the Pfizer approval. ,M,neutral
1.46E+18,987256237,Tue Nov 16 20:23:11 +0000 2021,9,8,"Saskatchewan, Canada",4806,Missing lot #s on your #COVID19 vaccination certificate? They should be there now. ✅  Log in to #MySaskHealthRecord to see your updated record and regenerate your QR code. ,M,neutral
1.46E+18,33336142,Tue Nov 16 20:22:39 +0000 2021,0,0,"Calgary, Alberta",121,"I wouldn't hold my breath, Moderna.  ",A,negative
1.46E+18,413250668,Tue Nov 16 20:21:56 +0000 2021,10,84,Saskatoon,2940,"#Saskatchewan fined five restaurants a total of $70,000 ($14,000 each) last week for failing to require proof of vaccination/negative #COVID19 test: A&amp;W and Bluez on Second in Unity, Chicken Chef in Esterhazy and TWO Tim Hortons in North Battleford. #skpoli #COVID19SK",P,positive
1.46E+18,238205888,Tue Nov 16 20:20:01 +0000 2021,1,1,"Kingston, ONT Canada",4603,#queensu expert @skepticalIDdoc @QueensuDOM talks to @globalnews about COVID-19 vaccine boosters. ,S,positive
1.46E+18,250807784,Tue Nov 16 20:19:50 +0000 2021,0,0,Calgary,45,@FollowLeMoney @ctbutt114 @CBCNews Antivaxxer radical math:  0.02% of vaccine side effects = everyone dies 95% efficiency of vaccines = vaccines don't work,A,negative
1.46E+18,154136730,Tue Nov 16 20:18:18 +0000 2021,0,0,Calgary,2210,"Kids and COVID-19: What we don’t know, can hurt us, warn childhood polio survivors. ",M,neutral
1.46E+18,20554152,Tue Nov 16 20:17:55 +0000 2021,3,11,Regina,7685,"Trent Wotherspoon up now &amp; govt. gives him an unusually loud a raucous ovation. He asks about costs of COVID.   He asks about costs of sending patient to Ont., ICU admissions.  Min. Harpauer listing cost of investment and says growing economy and jobs is needed to cover costs.",U,neutral
1.46E+18,21215544,Tue Nov 16 20:16:34 +0000 2021,0,0,"Edmonton, Alberta",55551,Ontario pharmacies to offer COVID-19 tests for people with symptoms ,M,positive
1.46E+18,21215544,Tue Nov 16 20:16:33 +0000 2021,0,0,"Edmonton, Alberta",55551,Sen. Josée Forest-Niesing home after month in hospital fighting COVID-19 ,A,positive
1.46E+18,594237214,Tue Nov 16 20:15:34 +0000 2021,1,1,"La La Land, CA",2540,"Despite NHL’S 99% Vaccination Rate, Ottawa Senators Games Postponed Due to COVID! ",V,positive
1.46E+18,3136005278,Tue Nov 16 20:15:32 +0000 2021,0,0,"Calgary, Alberta",6,@globalnews Sorry.  Its on Youtube.  But it is.  Vaccine Mandates Expert Panel Highlights.  Isn’t it against people’s rights?,V,neutral
1.46E+18,1472404411,Tue Nov 16 20:15:08 +0000 2021,0,8,"Calgary, Alberta",105,@hinz_tamara Covid Vaccine hesitant are not anti Vaxxers.  They just don’t like this one due to its lack of research and high level of side effects,A,neutral
1.46E+18,155459137,Tue Nov 16 20:14:50 +0000 2021,1,27,"Regina, Saskatchewan",1930,@carolynstrom @PremierScottMoe @Sask_NDP @ryanmeili @GovCanHealth He's doing his best to keep vaccination rates as low as possible.,V,positive
1.46E+18,3136005278,Tue Nov 16 20:13:35 +0000 2021,0,0,"Calgary, Alberta",6,@globalnews Vaccine Mandates Expert Panel Highlights.,V,neutral
1.46E+18,318821825,Tue Nov 16 20:13:22 +0000 2021,0,2,"Regina, Saskatchewan",8560,"Here are the weekly stats:  From Nov. 10-16, 12,742 vaccine doses given. 1,701,734 total.  As of Nov. 16, 87% of those over 12 have had a first dose. 81% of them are fully vaccinated.  769 new cases from Nov. 10-16. 79,610 total. 989 recoveries in the same period.",V,neutral
